call_id,call_status,call_time,campaign_type,client_id,client_response,duration_sec,follow_up_required,region_code
call_20260504_063503_064280,busy,,insurance_offer,client_039349,not_interested,21,True,RU-TA
call_20260504_063536_069801,no_answer,,insurance_offer,client_000101,opted_out,483,False,DE-NW
call_20260504_063728_087623,no_answer,,loan_offer,client_020007,not_interested,365,True,DE-BY
call_20260504_063748_065675,answered,,insurance_offer,client_031796,callback_requested,524,True,DE-BY
call_20260504_063748_085880,answered,,loan_offer,client_044172,interested,399,False,RU-SPE
call_20260504_063829_065235,answered,,loan_offer,client_043088,opted_out,360,True,RU-TA
call_20260504_063842_038465,no_answer,,deposit_offer,client_043313,not_interested,341,False,RU-NGR
call_20260504_063902_026255,failed,,deposit_offer,client_036303,callback_requested,255,False,DE-BW
call_20260504_063912_064101,failed,,loan_offer,client_030565,callback_requested,128,True,RU-MOW
call_20260504_063957_010898,busy,,credit_card_offer,client_006723,opted_out,221,True,DE-BW
call_20260504_064029_092134,busy,,insurance_offer,client_016184,not_interested,564,False,RU-TA
call_20260504_064052_077812,answered,,insurance_offer,client_020250,opted_out,119,True,DE-BW
call_20260504_064126_009137,busy,,deposit_offer,client_047363,not_interested,378,True,RU-SPE
call_20260504_064126_009814,busy,,loan_offer,client_018686,interested,158,True,DE-BE
call_20260504_064146_080258,no_answer,,credit_card_offer,client_043683,opted_out,278,True,DE-BW
call_20260504_064153_010616,busy,,insurance_offer,client_008908,interested,311,False,RU-KR
call_20260504_064253_004685,busy,,insurance_offer,client_022230,opted_out,67,False,RU-NGR
call_20260504_064306_091104,answered,,insurance_offer,client_008909,interested,515,True,RU-KR
call_20260504_064340_059360,busy,,deposit_offer,client_032517,not_interested,200,False,DE-BW
call_20260504_064342_001117,failed,,deposit_offer,client_024193,callback_requested,158,False,RU-NGR
call_20260504_064344_052949,answered,,loan_offer,client_041013,not_interested,78,False,RU-KR
call_20260504_064349_076563,answered,,loan_offer,client_034956,opted_out,316,True,RU-MOW
call_20260504_064352_033262,busy,,deposit_offer,client_014453,interested,493,True,DE-BY
call_20260504_064431_092566,answered,,insurance_offer,client_004383,not_interested,75,False,RU-MOW
call_20260504_064449_024059,failed,,deposit_offer,client_030374,callback_requested,253,False,DE-BE
call_20260504_064450_079132,no_answer,,insurance_offer,client_040235,opted_out,561,False,DE-NW
call_20260504_064451_071361,failed,,insurance_offer,client_023598,interested,435,True,RU-NGR
call_20260504_064508_019142,busy,,loan_offer,client_035392,opted_out,149,False,RU-KR
call_20260504_064509_049795,busy,,credit_card_offer,client_037202,not_interested,149,True,DE-BY
call_20260504_064518_063591,answered,,credit_card_offer,client_008004,callback_requested,162,False,DE-NW
call_20260504_064550_053852,failed,,credit_card_offer,client_036076,opted_out,270,False,DE-HE
call_20260504_064550_057072,busy,,insurance_offer,client_021637,not_interested,217,True,DE-BE
call_20260504_064557_073004,failed,,deposit_offer,client_013066,callback_requested,356,False,RU-TA
call_20260504_064642_083599,no_answer,,insurance_offer,client_030821,interested,393,True,DE-HE
call_20260504_064650_026438,busy,,insurance_offer,client_032587,not_interested,552,False,RU-KR
call_20260504_064654_065009,no_answer,,loan_offer,client_039594,callback_requested,34,True,RU-TA
call_20260504_064656_065051,no_answer,,loan_offer,client_024483,opted_out,163,False,RU-MOW
call_20260504_064705_086514,no_answer,,loan_offer,client_027310,opted_out,367,True,RU-SPE
call_20260504_064709_018286,no_answer,,credit_card_offer,client_024794,callback_requested,87,False,RU-SPE
call_20260504_064714_047037,failed,,loan_offer,client_017328,not_interested,122,False,RU-MOW
call_20260504_064727_063647,busy,,loan_offer,client_032065,interested,273,False,RU-TA
call_20260504_064736_047854,no_answer,,insurance_offer,client_023013,opted_out,483,True,RU-KR
call_20260504_064819_062775,no_answer,,deposit_offer,client_047894,interested,139,False,DE-HE
call_20260504_064838_002334,no_answer,,insurance_offer,client_012700,opted_out,262,True,RU-NGR
call_20260504_064855_043937,failed,,insurance_offer,client_040431,opted_out,541,True,RU-KR
call_20260504_064859_008470,busy,,loan_offer,client_042507,not_interested,245,False,DE-BW
call_20260504_064932_075781,answered,,credit_card_offer,client_047340,callback_requested,333,True,RU-NGR
call_20260504_065003_042761,busy,,deposit_offer,client_040604,not_interested,426,False,RU-NGR
call_20260504_065017_079048,answered,,loan_offer,client_003083,callback_requested,305,False,RU-TA
call_20260504_065049_060180,busy,,insurance_offer,client_027200,callback_requested,381,True,DE-HE
call_20260504_065054_022687,no_answer,,credit_card_offer,client_000377,callback_requested,532,False,DE-HE
call_20260504_065056_024657,answered,,credit_card_offer,client_019298,callback_requested,327,False,DE-NW
call_20260504_065100_087656,failed,,loan_offer,client_025131,interested,199,False,DE-BY
call_20260504_065102_049543,busy,,loan_offer,client_043492,not_interested,446,True,RU-MOW
call_20260504_065144_084118,no_answer,,credit_card_offer,client_009602,interested,447,False,DE-NW
call_20260504_065156_029285,busy,,loan_offer,client_019640,opted_out,136,False,RU-TA
call_20260504_065202_052205,failed,,loan_offer,client_027620,interested,552,False,RU-MOW
call_20260504_065206_046412,busy,,insurance_offer,client_005497,callback_requested,398,True,DE-BW
call_20260504_065208_077509,answered,,loan_offer,client_011192,opted_out,23,False,RU-KR
call_20260504_065215_027560,no_answer,,insurance_offer,client_000744,opted_out,455,False,RU-TA
call_20260504_065236_026597,busy,,deposit_offer,client_007665,not_interested,529,False,RU-SPE
call_20260504_065256_050735,failed,,loan_offer,client_029416,opted_out,106,True,RU-TA
call_20260504_065301_059574,busy,,deposit_offer,client_045127,callback_requested,20,False,RU-KR
call_20260504_065328_092811,no_answer,,credit_card_offer,client_030766,callback_requested,102,False,RU-MOW
call_20260504_065329_017558,busy,,loan_offer,client_008649,not_interested,486,False,RU-MOW
call_20260504_065338_089807,failed,,credit_card_offer,client_030384,interested,416,True,DE-NW
call_20260504_065346_023268,no_answer,,insurance_offer,client_038750,interested,173,False,DE-HE
call_20260504_065415_076755,no_answer,,loan_offer,client_043927,interested,496,True,DE-BW
call_20260504_065435_038032,answered,,credit_card_offer,client_038671,callback_requested,449,False,RU-TA
call_20260504_065541_012447,no_answer,,insurance_offer,client_010796,opted_out,595,True,DE-BY
call_20260504_065541_039637,busy,,credit_card_offer,client_008021,callback_requested,525,False,DE-BW
call_20260504_065630_066686,no_answer,,loan_offer,client_035767,interested,374,True,DE-BY
call_20260504_065647_069177,failed,,insurance_offer,client_035541,interested,309,True,RU-KR
call_20260504_065717_069123,failed,,deposit_offer,client_008654,not_interested,91,False,DE-HE
call_20260504_065806_033221,busy,,insurance_offer,client_041570,callback_requested,334,True,RU-KR
call_20260504_065824_046780,answered,,deposit_offer,client_045978,callback_requested,495,True,RU-KR
call_20260504_065908_075769,busy,,credit_card_offer,client_031393,interested,63,True,RU-KR
call_20260504_065933_014073,busy,,credit_card_offer,client_001448,callback_requested,549,True,DE-HE
call_20260504_065959_078019,busy,,credit_card_offer,client_017652,not_interested,55,False,RU-MOW
call_20260504_070016_070047,answered,,insurance_offer,client_011306,callback_requested,19,False,DE-BE
call_20260504_070020_043395,no_answer,,credit_card_offer,client_030510,not_interested,39,True,RU-SPE
call_20260504_070025_071055,answered,,credit_card_offer,client_016543,not_interested,513,True,RU-SPE
call_20260504_070037_093579,failed,,insurance_offer,client_048423,opted_out,411,True,DE-NW
call_20260504_070046_034911,busy,,insurance_offer,client_041924,interested,571,True,DE-NW
call_20260504_070053_079470,busy,,deposit_offer,client_025805,opted_out,98,False,DE-BW
call_20260504_070056_065539,failed,,insurance_offer,client_033065,not_interested,191,False,RU-NGR
call_20260504_070127_033845,busy,,loan_offer,client_042572,opted_out,111,False,DE-BW
call_20260504_070147_004582,no_answer,,credit_card_offer,client_030889,opted_out,553,False,RU-NGR
call_20260504_070200_014960,failed,,insurance_offer,client_013614,not_interested,246,True,RU-MOW
call_20260504_070205_051697,answered,,credit_card_offer,client_016606,callback_requested,493,False,DE-HE
call_20260504_070237_033672,busy,,credit_card_offer,client_036795,callback_requested,157,True,DE-NW
call_20260504_070243_064894,answered,,insurance_offer,client_044077,opted_out,437,False,DE-BW
call_20260504_070305_096142,failed,,credit_card_offer,client_019220,callback_requested,356,False,DE-BW
call_20260504_070327_024740,failed,,deposit_offer,client_030125,callback_requested,481,True,DE-BE
call_20260504_070414_057634,no_answer,,insurance_offer,client_023729,not_interested,104,True,DE-BE
call_20260504_070438_058699,no_answer,,insurance_offer,client_040370,callback_requested,76,True,DE-BW
call_20260504_070539_057650,busy,,loan_offer,client_020724,callback_requested,485,True,RU-NGR
call_20260504_070540_055564,failed,,deposit_offer,client_004778,callback_requested,12,True,DE-BW
call_20260504_070545_002988,failed,,credit_card_offer,client_016446,opted_out,412,True,RU-SPE
call_20260504_070601_002771,no_answer,,insurance_offer,client_002860,callback_requested,382,True,DE-NW
call_20260504_070629_078016,busy,,deposit_offer,client_028577,callback_requested,246,False,RU-NGR
call_20260504_070642_058973,answered,,credit_card_offer,client_041758,opted_out,505,False,RU-TA
call_20260504_070647_000932,answered,,credit_card_offer,client_002094,opted_out,369,True,DE-NW
call_20260504_070651_041891,no_answer,,credit_card_offer,client_007768,interested,443,True,DE-BY
call_20260504_070738_050618,failed,,loan_offer,client_011248,opted_out,392,True,DE-BW
call_20260504_070815_063354,failed,,loan_offer,client_015248,opted_out,229,True,DE-BW
call_20260504_070839_095491,failed,,credit_card_offer,client_015561,callback_requested,284,True,RU-KR
call_20260504_070922_030194,failed,,insurance_offer,client_012330,opted_out,77,False,RU-SPE
call_20260504_071008_022647,failed,,insurance_offer,client_049655,opted_out,577,False,RU-TA
call_20260504_071010_090666,answered,,deposit_offer,client_035148,opted_out,248,False,RU-NGR
call_20260504_071054_017345,answered,,credit_card_offer,client_029110,not_interested,118,True,DE-BW
call_20260504_071109_018786,answered,,loan_offer,client_042296,opted_out,88,False,DE-NW
call_20260504_071113_035000,answered,,insurance_offer,client_023956,opted_out,331,True,DE-BY
call_20260504_071120_047090,busy,,loan_offer,client_003347,interested,136,False,RU-KR
call_20260504_071125_095257,failed,,deposit_offer,client_038756,callback_requested,247,False,DE-BE
call_20260504_071205_076139,failed,,credit_card_offer,client_026938,opted_out,240,False,RU-SPE
call_20260504_071219_059778,no_answer,,loan_offer,client_019487,interested,18,False,DE-BY
call_20260504_071233_073126,answered,,loan_offer,client_039087,not_interested,569,True,RU-NGR
call_20260504_071246_081109,no_answer,,loan_offer,client_019532,callback_requested,314,False,RU-NGR
call_20260504_071302_040678,answered,,credit_card_offer,client_010288,opted_out,170,True,RU-MOW
call_20260504_071332_008772,busy,,credit_card_offer,client_000171,interested,34,False,DE-BY
call_20260504_071334_068432,failed,,loan_offer,client_037358,opted_out,171,True,DE-BE
call_20260504_071409_008030,busy,,loan_offer,client_016387,callback_requested,492,False,DE-BY
call_20260504_071412_008110,failed,,loan_offer,client_028471,callback_requested,503,False,RU-KR
call_20260504_071426_084774,no_answer,,credit_card_offer,client_039965,interested,414,False,RU-MOW
call_20260504_071507_003538,no_answer,,credit_card_offer,client_012526,opted_out,63,False,DE-HE
call_20260504_071524_009318,no_answer,,credit_card_offer,client_032230,interested,77,False,RU-SPE
call_20260504_071608_041531,failed,,loan_offer,client_000268,opted_out,495,True,DE-BW
call_20260504_071620_093304,no_answer,,credit_card_offer,client_007997,opted_out,344,True,RU-TA
call_20260504_071638_034116,failed,,loan_offer,client_013052,not_interested,519,False,RU-SPE
call_20260504_071652_002601,no_answer,,loan_offer,client_012071,callback_requested,467,True,DE-BY
call_20260504_071712_011219,failed,,insurance_offer,client_049194,callback_requested,496,True,RU-KR
call_20260504_071756_075090,failed,,insurance_offer,client_020185,callback_requested,577,True,DE-NW
call_20260504_071814_060604,no_answer,,deposit_offer,client_003156,not_interested,560,True,DE-BY
call_20260504_071903_058276,no_answer,,insurance_offer,client_020893,opted_out,69,True,RU-SPE
call_20260504_071940_073762,failed,,credit_card_offer,client_005732,interested,293,True,RU-KR
call_20260504_071959_003317,busy,,insurance_offer,client_015612,callback_requested,242,True,RU-SPE
call_20260504_072001_013495,answered,,credit_card_offer,client_043918,opted_out,280,False,DE-NW
call_20260504_072010_095160,answered,,credit_card_offer,client_003155,not_interested,311,False,RU-NGR
call_20260504_072111_022472,failed,,credit_card_offer,client_014366,not_interested,419,False,DE-BY
call_20260504_072135_007740,failed,,credit_card_offer,client_039783,opted_out,365,True,RU-SPE
call_20260504_072137_071675,answered,,deposit_offer,client_009866,opted_out,313,True,RU-SPE
call_20260504_072213_052765,failed,,insurance_offer,client_042313,interested,183,True,DE-BY
call_20260504_072227_037603,no_answer,,loan_offer,client_036124,opted_out,268,False,DE-BY
call_20260504_072331_080179,no_answer,,deposit_offer,client_046020,opted_out,55,True,RU-NGR
call_20260504_072352_017000,failed,,insurance_offer,client_030810,not_interested,183,True,RU-SPE
call_20260504_072356_039925,no_answer,,insurance_offer,client_026575,not_interested,595,False,RU-KR
call_20260504_072437_023972,answered,,deposit_offer,client_014845,interested,431,True,RU-SPE
call_20260504_072508_046809,busy,,credit_card_offer,client_044205,callback_requested,376,False,RU-KR
call_20260504_072531_016701,no_answer,,credit_card_offer,client_013791,opted_out,378,True,RU-MOW
call_20260504_072531_043619,failed,,deposit_offer,client_017276,opted_out,533,True,RU-KR
call_20260504_072540_028909,no_answer,,credit_card_offer,client_048675,opted_out,429,True,RU-MOW
call_20260504_072550_063167,no_answer,,insurance_offer,client_041067,opted_out,195,True,RU-TA
call_20260504_072553_008576,busy,,deposit_offer,client_033062,opted_out,480,False,RU-MOW
call_20260504_072557_071592,busy,,insurance_offer,client_026760,callback_requested,435,False,DE-NW
call_20260504_072627_069494,busy,,insurance_offer,client_029734,interested,528,True,RU-TA
call_20260504_072653_075367,no_answer,,insurance_offer,client_028818,callback_requested,326,False,DE-BE
call_20260504_072656_080459,no_answer,,insurance_offer,client_023191,interested,69,False,DE-HE
call_20260504_072740_054746,no_answer,,credit_card_offer,client_024590,callback_requested,262,True,DE-BE
call_20260504_072743_084352,failed,,insurance_offer,client_018662,interested,379,True,RU-NGR
call_20260504_072750_092819,no_answer,,credit_card_offer,client_018721,not_interested,388,True,RU-KR
call_20260504_072806_053016,no_answer,,insurance_offer,client_004260,interested,561,True,RU-MOW
call_20260504_072828_070540,answered,,insurance_offer,client_004216,callback_requested,255,False,DE-BE
call_20260504_072847_001629,answered,,loan_offer,client_013488,not_interested,594,False,DE-BW
call_20260504_072913_013067,failed,,loan_offer,client_032252,interested,219,True,RU-SPE
call_20260504_072935_086661,no_answer,,deposit_offer,client_037094,callback_requested,575,True,DE-NW
call_20260504_073001_030602,failed,,insurance_offer,client_030841,interested,180,False,DE-NW
call_20260504_073114_011454,busy,,loan_offer,client_045229,not_interested,227,True,RU-MOW
call_20260504_073143_070530,failed,,loan_offer,client_017332,opted_out,445,False,RU-TA
call_20260504_073146_026946,failed,,deposit_offer,client_013970,opted_out,477,True,RU-NGR
call_20260504_073304_019172,busy,,credit_card_offer,client_048140,interested,264,True,DE-BE
call_20260504_073327_005222,answered,,insurance_offer,client_008266,interested,566,True,RU-TA
call_20260504_073355_004783,failed,,deposit_offer,client_000841,callback_requested,440,False,RU-NGR
call_20260504_073438_034498,answered,,deposit_offer,client_046298,callback_requested,252,True,RU-MOW
call_20260504_073447_030304,answered,,deposit_offer,client_034595,not_interested,585,True,RU-KR
call_20260504_073507_008195,answered,,loan_offer,client_017692,callback_requested,36,False,RU-NGR
call_20260504_073508_018410,failed,,deposit_offer,client_014039,interested,114,False,RU-NGR
call_20260504_073523_055441,failed,,deposit_offer,client_011655,not_interested,328,True,DE-BY
call_20260504_073601_005845,answered,,deposit_offer,client_043529,callback_requested,273,True,DE-BE
call_20260504_073624_020913,failed,,loan_offer,client_049375,interested,393,False,RU-SPE
call_20260504_073641_058552,busy,,insurance_offer,client_012185,opted_out,166,False,RU-TA
call_20260504_073658_027033,failed,,credit_card_offer,client_037656,interested,439,False,RU-SPE
call_20260504_073709_045436,failed,,loan_offer,client_044673,opted_out,419,True,RU-KR
call_20260504_073725_088484,busy,,loan_offer,client_021631,not_interested,270,False,DE-BY
call_20260504_073734_046643,answered,,loan_offer,client_018194,opted_out,159,True,DE-HE
call_20260504_073758_035179,no_answer,,credit_card_offer,client_008372,callback_requested,519,True,DE-HE
call_20260504_073826_021717,failed,,credit_card_offer,client_013972,callback_requested,245,True,RU-SPE
call_20260504_073854_020027,failed,,loan_offer,client_047478,callback_requested,147,False,DE-BY
call_20260504_073915_046814,no_answer,,loan_offer,client_017899,opted_out,335,False,DE-HE
call_20260504_073924_068743,answered,,insurance_offer,client_025209,interested,511,True,RU-KR
call_20260504_074033_044278,failed,,insurance_offer,client_000036,interested,434,True,DE-BE
call_20260504_074041_052788,busy,,credit_card_offer,client_040979,callback_requested,378,True,RU-NGR
call_20260504_074103_083225,no_answer,,insurance_offer,client_001735,opted_out,593,True,DE-BW
call_20260504_074109_066241,no_answer,,insurance_offer,client_041433,not_interested,270,True,RU-MOW
call_20260504_074113_055347,busy,,insurance_offer,client_005081,not_interested,103,True,RU-MOW
call_20260504_074139_046805,busy,,insurance_offer,client_039829,not_interested,210,True,RU-NGR
call_20260504_074207_006678,no_answer,,loan_offer,client_035827,callback_requested,232,True,RU-NGR
call_20260504_074228_018281,no_answer,,credit_card_offer,client_007981,opted_out,545,True,RU-SPE
call_20260504_074317_017147,failed,,deposit_offer,client_042629,callback_requested,43,True,RU-KR
call_20260504_074423_050424,failed,,insurance_offer,client_026387,opted_out,281,True,DE-HE
call_20260504_074501_082955,answered,,insurance_offer,client_036689,callback_requested,189,False,DE-HE
call_20260504_074504_047526,busy,,credit_card_offer,client_006429,opted_out,78,True,DE-NW
call_20260504_074537_041009,busy,,loan_offer,client_012670,interested,51,True,RU-TA
call_20260504_074646_090379,no_answer,,insurance_offer,client_000078,callback_requested,595,False,RU-TA
call_20260504_074736_086321,failed,,deposit_offer,client_014573,interested,450,True,RU-TA
call_20260504_074748_065873,failed,,insurance_offer,client_040179,not_interested,536,False,DE-NW
call_20260504_074812_007693,busy,,insurance_offer,client_038331,interested,142,True,DE-HE
call_20260504_074823_046507,answered,,insurance_offer,client_016526,not_interested,448,True,DE-BE
call_20260504_074824_007217,busy,,credit_card_offer,client_037634,not_interested,224,False,DE-NW
call_20260504_074826_052738,failed,,deposit_offer,client_000473,not_interested,177,True,RU-MOW
call_20260504_074902_043836,busy,,deposit_offer,client_028035,callback_requested,378,True,RU-NGR
call_20260504_074923_082026,answered,,insurance_offer,client_035460,callback_requested,508,False,DE-NW
call_20260504_074959_057624,failed,,credit_card_offer,client_032565,callback_requested,118,False,RU-TA
call_20260504_075105_042417,busy,,deposit_offer,client_014156,callback_requested,196,False,RU-NGR
call_20260504_075134_070179,answered,,insurance_offer,client_002663,interested,291,False,DE-BE
call_20260504_075137_024296,failed,,insurance_offer,client_031920,callback_requested,597,False,DE-BW
call_20260504_075139_043227,no_answer,,deposit_offer,client_016563,interested,254,True,RU-KR
call_20260504_075227_093140,failed,,deposit_offer,client_001140,callback_requested,517,True,DE-BY
call_20260504_075244_003189,answered,,insurance_offer,client_004859,opted_out,453,True,RU-SPE
call_20260504_075250_018619,busy,,deposit_offer,client_026127,callback_requested,56,True,DE-BY
call_20260504_075300_095872,no_answer,,credit_card_offer,client_001906,callback_requested,200,True,RU-TA
call_20260504_075323_015034,no_answer,,deposit_offer,client_046417,callback_requested,319,True,DE-BW
call_20260504_075433_001820,answered,,insurance_offer,client_005844,callback_requested,490,True,RU-NGR
call_20260504_075529_085617,busy,,deposit_offer,client_026333,opted_out,128,False,DE-NW
call_20260504_075731_043451,failed,,deposit_offer,client_020557,interested,401,False,DE-NW
call_20260504_075732_084773,failed,,loan_offer,client_046040,not_interested,404,False,DE-HE
call_20260504_075826_078507,busy,,credit_card_offer,client_031353,not_interested,362,True,RU-KR
call_20260504_075907_058960,no_answer,,credit_card_offer,client_006486,callback_requested,61,False,RU-SPE
call_20260504_075921_081422,answered,,loan_offer,client_027690,callback_requested,450,True,RU-TA
call_20260504_080036_073988,busy,,deposit_offer,client_024129,opted_out,110,False,RU-NGR
call_20260504_080042_003550,failed,,deposit_offer,client_026404,opted_out,125,False,DE-BY
call_20260504_080150_060930,busy,,deposit_offer,client_016522,interested,588,False,DE-BE
call_20260504_080200_091928,busy,,credit_card_offer,client_005505,opted_out,305,True,DE-HE
call_20260504_080216_096090,failed,,loan_offer,client_044764,callback_requested,492,True,RU-MOW
call_20260504_080307_062618,failed,,credit_card_offer,client_002968,opted_out,193,True,DE-HE
call_20260504_080310_094096,failed,,deposit_offer,client_013965,interested,28,False,RU-NGR
call_20260504_080335_086018,answered,,insurance_offer,client_005156,not_interested,596,False,DE-BE
call_20260504_080400_079643,answered,,credit_card_offer,client_027548,callback_requested,41,False,DE-BY
call_20260504_080409_038151,answered,,credit_card_offer,client_008492,not_interested,454,True,DE-NW
call_20260504_080444_060509,busy,,insurance_offer,client_018704,not_interested,430,True,RU-KR
call_20260504_080546_060802,failed,,insurance_offer,client_000912,not_interested,384,True,RU-TA
call_20260504_080618_067958,answered,,insurance_offer,client_047736,callback_requested,205,True,DE-BY
call_20260504_080627_025081,answered,,deposit_offer,client_006996,not_interested,513,True,RU-TA
call_20260504_080641_031629,answered,,loan_offer,client_035134,callback_requested,439,False,RU-TA
call_20260504_080648_008599,failed,,credit_card_offer,client_019903,opted_out,48,False,DE-HE
call_20260504_080653_031766,failed,,insurance_offer,client_019717,not_interested,543,True,DE-HE
call_20260504_080701_052035,answered,,credit_card_offer,client_008652,not_interested,249,False,DE-BW
call_20260504_080742_071480,answered,,loan_offer,client_009010,not_interested,572,False,RU-TA
call_20260504_080806_005643,no_answer,,credit_card_offer,client_013329,callback_requested,257,False,DE-HE
call_20260504_080813_063358,failed,,deposit_offer,client_011619,callback_requested,111,False,RU-KR
call_20260504_080939_066052,answered,,deposit_offer,client_003977,callback_requested,298,True,DE-BE
call_20260504_081329_005560,answered,,insurance_offer,client_015502,interested,324,True,RU-MOW
call_20260504_081330_073889,no_answer,,credit_card_offer,client_024866,interested,131,False,DE-NW
call_20260504_081340_006187,answered,,insurance_offer,client_041135,opted_out,78,False,RU-MOW
call_20260504_081349_052581,busy,,insurance_offer,client_010703,opted_out,285,True,RU-MOW
call_20260504_081439_052348,answered,,insurance_offer,client_010610,interested,215,False,DE-BE
call_20260504_081454_077910,failed,,credit_card_offer,client_041511,interested,495,True,RU-TA
call_20260504_081508_055192,busy,,loan_offer,client_036135,opted_out,454,True,DE-NW
call_20260504_081545_021044,answered,,loan_offer,client_037745,opted_out,139,False,DE-BE
call_20260504_081546_059238,no_answer,,insurance_offer,client_008212,opted_out,17,True,DE-HE
call_20260504_081607_095666,answered,,deposit_offer,client_020390,not_interested,489,False,RU-SPE
call_20260504_081619_064104,failed,,loan_offer,client_042727,not_interested,579,False,RU-TA
call_20260504_081636_088390,answered,,insurance_offer,client_024654,callback_requested,587,True,RU-KR
call_20260504_081728_040513,busy,,deposit_offer,client_035780,callback_requested,220,False,DE-NW
call_20260504_081744_054436,no_answer,,insurance_offer,client_027770,not_interested,119,False,RU-MOW
call_20260504_081758_031892,busy,,credit_card_offer,client_015888,not_interested,407,False,DE-HE
call_20260504_081822_075740,no_answer,,insurance_offer,client_026306,interested,56,True,RU-NGR
call_20260504_081836_059006,no_answer,,insurance_offer,client_004941,not_interested,598,False,DE-HE
call_20260504_081847_044244,no_answer,,deposit_offer,client_003773,callback_requested,70,True,RU-NGR
call_20260504_081912_049024,answered,,deposit_offer,client_049898,interested,198,False,DE-HE
call_20260504_082058_065218,failed,,deposit_offer,client_024489,interested,136,True,RU-SPE
call_20260504_082117_082623,no_answer,,credit_card_offer,client_025705,not_interested,254,False,RU-KR
call_20260504_082138_058853,busy,,insurance_offer,client_020994,opted_out,459,False,DE-HE
call_20260504_082155_082957,answered,,loan_offer,client_043747,opted_out,97,True,RU-NGR
call_20260504_082217_078444,busy,,insurance_offer,client_029368,interested,536,True,DE-BE
call_20260504_082321_042731,failed,,insurance_offer,client_009035,callback_requested,553,False,RU-TA
call_20260504_082403_074175,no_answer,,credit_card_offer,client_004214,callback_requested,424,True,RU-KR
call_20260504_082416_052422,answered,,loan_offer,client_022327,opted_out,522,True,DE-BE
call_20260504_082441_076864,answered,,loan_offer,client_018696,opted_out,294,False,DE-BE
call_20260504_082530_055128,busy,,insurance_offer,client_004401,not_interested,600,False,DE-HE
call_20260504_082541_028099,answered,,loan_offer,client_023554,opted_out,318,False,RU-SPE
call_20260504_082626_083885,no_answer,,deposit_offer,client_014684,not_interested,481,False,DE-BY
call_20260504_082647_072538,no_answer,,deposit_offer,client_031188,opted_out,45,True,RU-TA
call_20260504_082658_020295,no_answer,,loan_offer,client_008569,not_interested,64,False,DE-BY
call_20260504_082730_080537,busy,,deposit_offer,client_016033,not_interested,458,True,RU-TA
call_20260504_082740_031232,busy,,credit_card_offer,client_005224,interested,254,True,RU-MOW
call_20260504_082904_011363,answered,,deposit_offer,client_008389,callback_requested,246,False,DE-BY
call_20260504_083015_015772,answered,,credit_card_offer,client_022373,interested,310,False,RU-SPE
call_20260504_083104_056709,no_answer,,deposit_offer,client_047649,callback_requested,198,False,DE-NW
call_20260504_083126_081394,answered,,loan_offer,client_034680,callback_requested,290,False,DE-HE
call_20260504_083133_019727,answered,,loan_offer,client_046919,interested,430,True,RU-KR
call_20260504_083207_009693,busy,,deposit_offer,client_023759,opted_out,133,True,DE-BY
call_20260504_083218_012935,answered,,deposit_offer,client_006366,opted_out,91,False,DE-HE
call_20260504_083233_058476,answered,,loan_offer,client_021648,interested,333,False,DE-BY
call_20260504_083246_087124,answered,,insurance_offer,client_044853,opted_out,187,True,RU-SPE
call_20260504_083307_045537,no_answer,,loan_offer,client_001620,callback_requested,497,True,DE-BE
call_20260504_083339_010112,no_answer,,loan_offer,client_037715,not_interested,153,False,DE-BY
call_20260504_083422_080842,failed,,credit_card_offer,client_023252,interested,533,True,RU-TA
call_20260504_083440_055855,busy,,insurance_offer,client_015337,opted_out,219,True,DE-HE
call_20260504_083448_021172,failed,,credit_card_offer,client_024679,callback_requested,102,True,DE-BY
call_20260504_083449_085561,failed,,insurance_offer,client_019647,not_interested,285,True,DE-BY
call_20260504_083453_024852,busy,,deposit_offer,client_036590,interested,389,True,DE-BE
call_20260504_083516_018561,busy,,loan_offer,client_036964,callback_requested,391,True,RU-MOW
call_20260504_083617_019245,busy,,insurance_offer,client_011047,opted_out,311,False,RU-TA
call_20260504_083635_084701,no_answer,,insurance_offer,client_039530,callback_requested,556,False,RU-KR
call_20260504_083724_029599,no_answer,,credit_card_offer,client_008918,not_interested,36,True,DE-BE
call_20260504_083747_074473,failed,,credit_card_offer,client_039252,interested,446,True,RU-SPE
call_20260504_083809_056540,busy,,insurance_offer,client_019843,callback_requested,413,False,DE-BE
call_20260504_083905_079713,failed,,loan_offer,client_041628,interested,361,False,RU-TA
call_20260504_083912_017389,failed,,credit_card_offer,client_044264,interested,76,True,RU-TA
call_20260504_083918_048506,answered,,insurance_offer,client_031089,not_interested,176,False,RU-KR
call_20260504_083920_059110,answered,,insurance_offer,client_027587,interested,402,True,DE-BW
call_20260504_083930_015593,answered,,loan_offer,client_040466,callback_requested,148,True,DE-NW
call_20260504_084002_047877,busy,,insurance_offer,client_009632,interested,136,False,DE-BY
call_20260504_084024_085020,failed,,insurance_offer,client_010007,callback_requested,141,True,DE-HE
call_20260504_084056_021790,busy,,credit_card_offer,client_026119,opted_out,515,False,RU-SPE
call_20260504_084056_030846,failed,,insurance_offer,client_011885,interested,349,True,DE-NW
call_20260504_084245_034540,failed,,insurance_offer,client_044319,callback_requested,393,True,RU-KR
call_20260504_084311_013996,busy,,deposit_offer,client_015313,not_interested,23,True,DE-BE
